Mean Departure Delay,Median Departure Delay,Std Departure Delay,Mean Arrival Delay,Median Arrival Delay,Std Arrival Delay,Mean Temp (°C),Avg Humidity (%),Avg Wind Speed (km/h)
8.688,9.0,6.266550566300418,13.318,13.0,9.287404158321065,15.12135,64.714,29.3005
